,wine_id,wine_rate
422,111741,4
423,102845,4
424,167607,4
425,155343,4
426,122522,4
427,105846,4
428,155340,4
429,162548,4
430,119971,4
431,145625,4
432,109684,4
433,101640,3
434,101580,3
435,111434,4
436,155561,4
437,181990,4
438,179414,4
439,180357,4
440,139930,3
441,136835,3
442,102723,3
443,104725,4
444,115604,4
445,101940,4
446,157136,4
447,112084,5
448,128811,3
449,135962,3
450,112812,4
451,135522,4
452,171834,3
453,128033,4
454,155300,4
455,135914,4
456,112991,4
457,111404,3
458,158505,3
459,142643,4
460,111445,3
461,167449,4
462,114470,5
463,174180,4
464,179396,3
465,182000,4
466,185507,4
467,114767,4
468,167531,3
469,111523,4
470,135974,4
471,113190,4
472,167707,4
473,128440,4
474,115454,4
475,111789,4
476,111477,4
477,101596,4
478,127220,4
479,111828,4
480,102547,4
481,111487,3
482,136495,4
483,167476,3
484,193138,4
485,138708,3
486,111405,3
487,111411,4
488,101630,4
489,103375,4
490,180623,4
491,138489,4
492,111610,4
493,167420,4
494,111585,4
495,179267,3
496,111863,4
497,140519,4
498,115003,4
499,133703,4
500,101615,4
501,101663,4
502,111530,4
503,136184,4
504,121552,4
505,163509,3
506,105948,3
507,180532,3
508,111919,4
509,121537,3
510,118471,3
511,155314,4
512,107598,4
513,112094,4
514,135976,4
515,100122,4
516,144028,3
517,111518,4
518,150782,4
519,175031,4
520,111817,4
521,119747,4
522,116530,4
523,119190,4
524,135851,4
525,111667,4
526,124611,4
527,111589,4
528,155396,4
529,111553,4
530,112159,4
531,113367,4
532,121656,3
533,112195,4
534,131169,4
535,112014,4
536,116307,4
537,114867,3
538,113280,4
539,149276,3
540,136784,4
541,179118,4
542,111447,4
543,136932,3
544,155463,4
545,179348,3
546,100029,4
547,163549,4
548,144712,4
549,115867,4
550,111418,4
551,193983,4
552,117763,4
553,155290,5
554,167459,4
555,136316,3
556,112942,3
557,157141,3
558,157564,4
559,103853,4
560,130778,4
561,104270,4
562,130304,4
563,111757,4
564,111498,4
565,124561,3
566,102085,4
567,111751,4
568,101854,4
569,118937,4
570,139080,4
571,118648,4
572,174535,3
573,138052,4
574,101676,4
575,105150,3
576,112229,4
577,135418,4
578,111521,4
579,112121,4
580,169146,3
581,118520,4
582,136234,4
583,111476,4
584,111593,4
585,108671,3
586,103492,4
587,162547,4
588,133529,4
589,138332,4
590,112180,3
591,111462,4
592,113736,5
593,113502,4
594,179529,3
595,136099,4
596,102272,4
597,111889,4
598,111540,4
599,111210,5
600,114625,4
601,115465,4
602,112239,4
603,174212,4
604,126780,5
605,145472,4
606,107011,4
607,111990,4
608,111463,3
609,155402,4
610,167837,4
611,156006,4
612,111481,4
613,101829,4
614,111556,4
615,144506,4
616,113346,4
617,179154,3
618,117380,4
619,114516,4
620,129058,4
621,111630,4
622,116266,4
623,142490,3
624,137442,4
625,155324,4
626,113240,4
627,124771,4
628,179136,4
629,112562,4
630,120324,4
631,187951,3
632,168720,3
633,136553,3
634,102214,4
635,129145,4
636,193085,4
637,136321,4
638,171116,4
639,162543,3
640,167634,4
641,120679,4
642,181549,4
643,170047,3
644,155391,4
645,112613,4
646,157198,4
647,112260,3
648,171383,3
649,112698,4
650,111649,4
651,155541,4
652,193098,4
653,140441,4
654,179295,3
655,111617,4
656,111542,4
657,119871,4
658,114083,4
659,112290,4
660,116039,4
661,107222,4
662,119174,3
663,112677,4
664,157078,4
665,128128,4
666,135844,4
667,111472,4
668,112097,4
669,100300,3
670,111674,4
671,129763,4
672,102315,4
673,124194,4
674,116137,4
675,124200,3
676,179035,4
677,101627,3
678,107624,4
679,111924,4
680,112246,4
681,183571,4
682,155307,4
683,124239,4
684,116131,4
685,187337,3
686,113877,4
687,175690,4
688,163568,3
689,113185,4
690,128369,4
691,112379,4
692,111725,4
693,112141,4
694,101886,4
695,114896,4
696,102789,4
697,106676,3
698,119105,4
699,114177,4
700,103454,3
701,138022,3
702,121226,4
703,155365,4
704,111712,4
705,120263,4
706,155330,4
707,112138,4
708,113412,4
709,111677,3
710,146532,3
711,116014,3
712,162556,3
713,113758,4
714,115777,4
715,112442,4
716,114958,3
717,123491,4
718,156302,4
719,115598,4
720,112191,4
721,136405,3
722,111505,4
723,138738,4
724,111984,5
725,113904,4
726,115369,4
727,114275,3
728,101625,3
729,117334,4
730,157997,4
731,174192,3
732,180528,3
733,113267,4
734,129384,4
735,113227,4
736,157876,3
737,112027,4
738,112152,4
739,138000,3
740,167498,4
741,122471,4
742,111466,4
743,112091,4
744,117883,4
745,112747,4
746,119850,4
747,136009,4
748,114193,4
749,111692,3
750,111615,4
751,102280,3
752,137605,4
753,112165,4
754,124478,4
755,180855,3
756,118600,4
757,101565,4
758,112410,4
759,111480,5
760,131978,4
761,127386,4
762,137040,4
763,131655,4
764,115296,4
765,141032,4
766,162505,3
767,100164,3
768,196858,4
769,122805,4
770,196029,3
771,115671,4
772,111470,4
773,112689,4
774,112772,3
775,115728,4
776,136367,3
777,155456,3
778,144444,3
779,105317,4
780,160179,5
781,171111,3
782,145865,3
783,171382,3
784,139091,4
785,111749,3
786,194692,3
787,137504,4
788,155298,4
789,163488,4
790,155411,3
791,101987,4
792,124408,4
793,182550,3
794,111897,3
795,102746,4
796,114761,4
797,136874,3
798,117056,4
799,181254,3
800,118368,4
801,156943,4
802,180262,3
803,135829,4
804,163180,3
805,111701,4
806,171573,4
807,162686,4
808,164327,4
809,181255,3
810,135837,4
811,104392,4
812,162503,4
813,155306,3
814,138919,4
815,179548,4
816,157329,3
817,180063,4
818,179046,4
819,116616,4
820,139260,3
821,113222,4
822,105199,5
823,155504,4
824,162744,3
825,141870,4
826,111503,3
827,136657,4
828,104992,4
829,155352,4
830,167608,4
831,118498,3
832,111838,4
833,102480,4
834,138144,3
835,101955,3
836,102683,4
837,101736,4
838,174202,3
839,162512,4
840,181318,3
841,135845,4
842,126361,4
843,163130,3
844,181369,4
845,111739,4
846,158348,3
847,116502,4
848,155431,4
849,151083,3
850,102487,4
851,162583,3
852,135828,4
853,155486,5
854,112737,4
855,155868,4
856,163373,4
857,112644,4
858,104888,4
859,171489,3
860,102686,4
861,162876,4
862,101917,4
863,162769,3
864,139218,3
865,112036,4
866,136164,4
867,163593,4
868,183457,4
869,168017,3
870,104842,4
871,127341,3
872,105241,4
873,137856,4
874,135878,3
875,167577,4
876,179099,4
877,164104,3
878,139700,4
879,115881,3
880,101817,4
881,138584,4
882,101818,4
883,157990,4
884,111579,4
885,180199,3
886,171337,3
887,114228,4
888,120925,4
889,162715,4
890,112492,3
891,139785,4
892,155706,3
893,102474,3
894,112297,4
895,121302,4
896,162515,3
897,183018,3
898,100627,3
899,162545,4
900,155384,4
901,143952,4
902,101696,4
903,113387,4
904,103718,4
905,168389,4
906,194316,4
907,171250,3
908,179139,4
909,162967,3
910,136881,4
911,155321,3
912,155400,4
913,155953,3
914,155373,4
915,103500,3
916,160281,3
917,140124,4
918,112222,4
919,101864,4
920,137072,4
921,117815,4
922,197878,4
923,182238,4
924,179134,4
925,168668,4
926,111606,4
927,156227,4
928,195375,4
929,167465,4
930,193532,4
931,138125,4
932,136162,3
933,179037,4
934,136094,4
935,193097,4
936,179060,4
937,111538,4
938,162495,4
939,111552,4
940,195119,3
941,135907,4
942,137569,4
943,122231,4
944,181251,3
945,162589,4
946,111947,4
947,197680,3
948,111702,4
949,136766,4
950,167548,4
951,136813,4
952,162577,3
953,183590,4
954,113042,4
955,163251,4
956,105155,4
957,135870,4
958,135896,4
959,111981,3
960,193670,4
961,111435,4
962,179608,3
963,162533,3
964,102990,4
965,111423,4
966,180058,4
967,114486,4
968,102842,4
969,156157,4
970,141276,4
971,120404,4
972,100686,2
973,111569,4
974,156690,3
975,135849,4
976,171716,4
977,138201,4
978,156753,3
979,136335,4
980,111516,4
981,111614,4
982,101847,4
983,193483,4
984,126240,3
985,112221,4
986,162498,4
987,135993,4
988,113325,4
989,113691,3
990,174175,4
991,136299,4
992,144541,3
993,111997,4
994,155507,4
995,162646,3
996,179070,4
997,179354,4
998,113448,4
999,136400,4
1000,138041,4
1001,174969,4
1002,158315,3
1003,101742,4
1004,111449,4
1005,112440,4
1006,112606,4
1007,182958,3
1008,137659,4
1009,140959,4
1010,146813,4
1011,117776,4
1012,143174,4
1013,114225,4
1014,102046,4
1015,179148,4
1016,111536,4
1017,136087,4
1018,179796,3
1019,136954,4
1020,139353,4
1021,180913,4
1022,101665,3
1023,182219,4
1024,111529,4
1025,116717,3
1026,136034,4
1027,157841,3
1028,155338,4
1029,114497,4
1030,111452,4
1031,162501,3
1032,140724,4
1033,194282,4
1034,118748,4
1035,194157,3
1036,136705,4
1037,162546,3
1038,102361,4
1039,112264,4
1040,101760,4
1041,112545,4
1042,138606,4
1043,156081,3
1044,155784,4
1045,139867,3
1046,135875,4
1047,155302,4
1048,114218,4
1049,112605,4
1050,111927,4
1051,167899,3
1052,135830,4
1053,117688,4
1054,155345,4
1055,136841,4
1056,103040,3
1057,112025,4
1058,125848,3
1059,141293,4
1060,167454,4
1061,155323,4
1062,111584,4
1063,179356,4
1064,168371,4
1065,140125,4
1066,137037,4
1067,155415,4
1068,181474,3
1069,144015,4
1070,183197,4
1071,114182,4
1072,138601,3
1073,112337,4
1074,136014,4
1075,137505,4
1076,112319,4
1077,162521,3
1078,162509,4
1079,124577,4
1080,102321,4
1081,156830,3
1082,118812,4
1083,167533,4
1084,114205,4
1085,179241,4
1086,131472,4
1087,112750,3
1088,162707,3
1089,179314,4
1090,155359,4
1091,112939,4
1092,136314,4
1093,125337,4
1094,103010,4
1095,139234,4
1096,163320,3
1097,111496,4
1098,111794,4
1099,100812,3
1100,112101,4
1101,129400,3
1102,162496,4
1103,187136,4
1104,114110,4
1105,111544,4
1106,112529,4
1107,111583,5
1108,167846,3
1109,102278,5
1110,155350,4
1111,138987,4
1112,113649,4
1113,155658,4
1114,171315,4
1115,136544,4
1116,155318,4
1117,174796,3
1118,168409,3
1119,174412,4
1120,111520,5
1121,156143,4
1122,113892,4
1123,135853,4
1124,111698,4
1125,194398,3
1126,163428,4
1127,111619,4
1128,180589,4
1129,135924,3
1130,103188,3
1131,141346,3
1132,120300,4
1133,179541,3
1134,101572,3
1135,162832,3
1136,114561,4
1137,180068,4
1138,162541,4
1139,155339,4
1140,111883,4
1141,112395,3
1142,181937,4
1143,171311,3
1144,136543,4
1145,167480,3
1146,155725,3
1147,112098,4
1148,141072,4
1149,112392,4
1150,140561,4
1151,113019,4
1152,167896,4
1153,136082,4
1154,139160,4
1155,162599,4
1156,169042,3
1157,171015,3
1158,155799,3
1159,171225,3
1160,168827,4
1161,126951,4
1162,148215,4
1163,180622,3
1164,163011,4
1165,155347,4
1166,162849,4
1167,113802,4
1168,119471,4
1169,156404,4
1170,179274,4
1171,179053,4
1172,111987,4
1173,102025,3
1174,162890,3
1175,120422,4
1176,123110,4
1177,113453,4
1178,155779,4
1179,111561,4
1180,145343,3
1181,135532,3
1182,193608,4
1183,156376,4
1184,180373,3
1185,114211,4
1186,155667,4
1187,136080,4
1188,167594,4
1189,163294,3
1190,179877,3
1191,113564,4
1192,115308,3
1193,116842,4
1194,143367,4
1195,163176,3
1196,117153,4
1197,193137,4
1198,101624,4
1199,137464,3
1200,113874,4
1201,181093,4
1202,140956,3
1203,193257,4
1204,101873,4
1205,179769,3
1206,132096,4
1207,154391,4
1208,154564,5
1209,112616,4
1210,168000,4
1211,144714,3
1212,102654,3
1213,179487,3
1214,145982,4
1215,111816,4
1216,111960,4
1217,113320,4
1218,111636,4
1219,179114,4
1220,136090,4
1221,113749,4
1222,127008,4
1223,136193,4
1224,175034,4
1225,117954,3
1226,111599,4
1227,179276,4
1228,163280,4
1229,138577,4
1230,111690,4
1231,100213,4
1232,138799,3
1233,172842,4
1234,155178,4
1235,195318,4
1236,112909,4
1237,111484,4
1238,138104,3
1239,144381,3
1240,135899,4
1241,140533,4
1242,112528,4
1243,156244,3
1244,113256,4
1245,155650,4
1246,112734,4
1247,114903,4
1248,179312,4
1249,138289,4
1250,149059,3
1251,104175,3
1252,155759,4
1253,112574,3
1254,124124,4
1255,111559,4
1256,123603,4
1257,143342,4
1258,171228,3
1259,179341,3
1260,156128,3
1261,158740,3
1262,137645,4
1263,155749,4
1264,174648,3
1265,179151,4
1266,194079,3
1267,111545,4
1268,120412,4
1269,169523,3
1270,180776,4
1271,156286,4
1272,115849,4
1273,111456,4
1274,111616,3
1275,168127,4
1276,112040,5
1277,167517,4
1278,155891,4
1279,179546,3
1280,111705,4
1281,116472,4
1282,114068,4
1283,111539,4
1284,157682,4
1285,111595,4
1286,157642,4
1287,114284,4
1288,113930,3
1289,112668,4
1290,155573,3
1291,193716,4
1292,102541,4
1293,103102,5
1294,124960,4
1295,135868,4
1296,168156,3
1297,183978,4
1298,135916,4
1299,138091,3
1300,116648,4
1301,162522,3
1302,126316,4
1303,112994,4
1304,111722,4
1305,140236,4
1306,111961,4
1307,113081,4
1308,157795,4
1309,142980,4
1310,121413,4
1311,179709,3
1312,111723,4
1313,186259,3
1314,112828,4
1315,112943,4
1316,101731,5
1317,179379,4
1318,120402,3
1319,120773,4
1320,163970,4
1321,155837,3
1322,104692,5
1323,114188,4
1324,135905,4
1325,179257,3
1326,142939,3
1327,162459,3
1328,194217,4
1329,112596,4
1330,160089,3
1331,160338,4
1332,135858,4
1333,141264,4
1334,135825,4
1335,182275,4
1336,128301,4
1337,138246,4
1338,179723,4
1339,111706,4
1340,112038,4
1341,179080,4
1342,103879,4
1343,140017,4
1344,111637,4
1345,175223,4
1346,155628,4
1347,138985,4
1348,140421,4
1349,155403,3
1350,121477,4
1351,105163,4
1352,102072,4
1353,117668,4
1354,111512,4
1355,113160,4
1356,105838,5
1357,144924,4
1358,167473,4
1359,114034,4
1360,105397,4
1361,174388,5
1362,155811,4
1363,155332,4
1364,144211,4
1365,171748,3
1366,111402,5
1367,116412,4
1368,106496,5
1369,140502,4
1370,122484,4
1371,135918,4
1372,135894,4
1373,117878,4
1374,116070,4
1375,181972,3
1376,118669,4
1377,136907,4
1378,113473,4
1379,173552,3
1380,167593,3
1381,135904,3
1382,121559,4
1383,167932,4
1384,111590,4
1385,148299,3
1386,156039,4
1387,112136,4
1388,116779,4
1389,162480,3
1390,167553,4
1391,101722,3
1392,111507,4
1393,112695,4
1394,132443,4
1395,140577,4
1396,190907,4
1397,179185,4
1398,103547,4
1399,115900,4
1400,139763,4
1401,111597,4
1402,171138,4
1403,145020,4
1404,111779,4
1405,114207,4
1406,114010,4
1407,136974,4
1408,133944,4
1409,113235,4
1410,111549,4
1411,112587,4
1412,116482,3
1413,159434,3
1414,127865,3
1415,135177,4
1416,115568,4
1417,137318,4
1418,122575,3
1419,136226,4
1420,102275,4
1421,111453,3
1422,102076,4
1423,136599,4
1424,162502,4
1425,115997,5
1426,137750,4
1427,179091,4
1428,113876,4
1429,135859,4
1430,156154,3
1431,102840,4
1432,111805,4
1433,142627,4
1434,122389,4
1435,111681,4
1436,180787,4
1437,101599,4
1438,182785,4
1439,131031,4
1440,101692,3
1441,161341,3
1442,114937,4
1443,181390,4
1444,156552,4
1445,179634,4
1446,122241,5
1447,103964,4
1448,198518,3
1449,163532,3
1450,112406,4
1451,136706,3
1452,104939,4
1453,111936,4
1454,122376,5
1455,115776,4
1456,162677,4
1457,106168,3
1458,179339,4
1459,137533,4
1460,136225,4
1461,112454,4
1462,116429,4
1463,158471,4
1464,111909,4
1465,146166,3
1466,103513,4
1467,155963,4
1468,123458,4
1469,155872,4
1470,103431,4
1471,121903,3
1472,101610,4
1473,171005,3
1474,179011,4
1475,196345,3
1476,157988,4
1477,194769,4
1478,104734,4
1479,170982,4
1480,179422,4
1481,179869,3
1482,130317,4
1483,126507,4
1484,135831,4
1485,103260,4
1486,157410,4
1487,164294,4
1488,155353,4
1489,142878,3
1490,102202,4
1491,179170,4
1492,106499,4
1493,143986,4
1494,111613,4
1495,101741,3
1496,167884,4
1497,155313,4
1498,174382,3
1499,103677,4
1500,135864,4
1501,102856,4
1502,103769,4
1503,120400,4
1504,167427,4
1505,113414,3
1506,179183,3
1507,102059,3
1508,179038,4
1509,157417,4
1510,136412,4
1511,157765,4
1512,103095,4
1513,102263,4
1514,162608,3
1515,102086,4
1516,135960,4
1517,118560,5
1518,112032,3
1519,135865,3
1520,179182,4
1521,183719,3
1522,139169,4
1523,154909,3
1524,193865,4
1525,101850,4
1526,106259,5
1527,104680,4
1528,116002,3
1529,182407,3
1530,102579,3
1531,103672,4
1532,183244,4
1533,167680,4
1534,105098,4
1535,162864,3
1536,155824,3
1537,102637,4
1538,103178,4
1539,136650,4
1540,102619,3
1541,103081,4
1542,102796,4
1543,175435,4
1544,101845,4
1545,114080,4
1546,162504,4
1547,179137,4
1548,183331,3
1549,162633,3
1550,162868,3
1551,102015,4
1552,138835,4
1553,179173,4
1554,102485,4
1555,104263,4
1556,111982,4
1557,180534,3
1558,195209,3
1559,174200,4
1560,102795,4
1561,155539,4
1562,171084,4
1563,104946,4
1564,136803,4
1565,136542,3
1566,162976,4
1567,107110,4
1568,135855,4
1569,162616,3
1570,163772,3
1571,164678,3
1572,103985,4
1573,182782,4
1574,169124,4
1575,103106,4
1576,194279,4
1577,137001,4
1578,181602,4
1579,156730,3
1580,141945,4
1581,138314,4
1582,155322,4
1583,100789,3
1584,111638,4
1585,137613,4
1586,140062,3
1587,104286,4
1588,103361,4
1589,139849,4
1590,136063,3
1591,136741,4
1592,102883,4
1593,100039,4
1594,179491,4
1595,136839,5
1596,162634,3
1597,162514,4
1598,165074,3
1599,137387,4
1600,136425,4
1601,140487,4
1602,104096,4
1603,105902,4
1604,155664,3
1605,104849,4
1606,168168,4
1607,102824,3
1608,144407,4
1609,118639,4
1610,111546,4
1611,155992,4
1612,112190,4
1613,139484,4
1614,102216,4
1615,104158,4
1616,122969,3
1617,162734,4
1618,109465,4
1619,136958,3
1620,102639,4
1621,158635,4
1622,112758,3
1623,156107,3
1624,112243,4
1625,163318,3
1626,157050,4
1627,102152,3
1628,114730,4
1629,119003,4
1630,155605,4
1631,111457,4
1632,102235,4
1633,157560,4
1634,101635,4
1635,124224,4
1636,162528,3
1637,112302,4
1638,181782,4
1639,162520,3
1640,162500,3
1641,149127,3
1642,155299,4
1643,128622,4
1644,136550,4
1645,159142,3
1646,119652,4
1647,113361,4
1648,154982,2
1649,168949,4
1650,148260,4
1651,100755,4
1652,138275,4
1653,112730,4
1654,114085,4
1655,141159,4
1656,115910,4
1657,112247,4
1658,123427,4
1659,105951,4
1660,102948,4
1661,136331,4
1662,193104,4
1663,142360,3
1664,102219,4
1665,137823,4
1666,120149,3
1667,174220,3
1668,155308,4
1669,127434,4
1670,155485,4
1671,103648,4
1672,137529,3
1673,102641,4
1674,112204,4
1675,115460,4
1676,163925,3
1677,137678,4
1678,159653,4
1679,140525,4
1680,139446,4
1681,147195,4
1682,156108,4
1683,170985,3
1684,102166,4
1685,137240,4
1686,136605,4
1687,126451,4
1688,105376,4
1689,174177,3
1690,117491,4
1691,135209,4
1692,101573,4
1693,111708,4
1694,111483,4
1695,102355,4
1696,101721,4
1697,112620,4
1698,138181,4
1699,113792,4
1700,148224,3
1701,157469,3
1702,136083,4
1703,137139,3
1704,136006,4
1705,156457,4
1706,119901,4
1707,180718,4
1708,155598,4
1709,140642,4
1710,102215,4
1711,102505,4
1712,106600,4
1713,138077,4
1714,193478,4
1715,113996,4
1716,131968,4
1717,136054,4
1718,128968,4
1719,138953,4
1720,111771,4
1721,155983,4
1722,112925,4
1723,100555,3
1724,155363,4
1725,155515,4
1726,155551,3
1727,135913,4
1728,157313,4
1729,113455,4
1730,155582,4
1731,142677,4
1732,155546,4
1733,180763,4
1734,102359,4
1735,157150,3
1736,143934,4
1737,114534,4
1738,118994,4
1739,130638,4
1740,118844,4
1741,137292,4
1742,112216,4
1743,103147,4
1744,156099,4
1745,152244,4
1746,194350,4
1747,155530,3
1748,111730,4
1749,120376,4
1750,137050,4
1751,112168,4
1752,137033,4
1753,116298,4
1754,155327,4
1755,144600,4
1756,118580,5
1757,113241,4
1758,141626,4
1759,155788,4
1760,111687,4
1761,162782,3
1762,112580,4
1763,136300,4
1764,113198,4
1765,193204,3
1766,136208,4
1767,131757,4
1768,108546,4
1769,111941,4
1770,172638,4
1771,137348,4
1772,160872,4
1773,107072,4
1774,194920,4
1775,116820,4
1776,140096,3
1777,156887,4
1778,121012,4
1779,136939,4
1780,119226,4
1781,139093,4
1782,112095,4
1783,129490,4
1784,116978,3
1785,161492,3
1786,183789,4
1787,135866,4
1788,111517,4
1789,138573,4
1790,142496,3
1791,116332,4
1792,111870,4
1793,158650,3
1794,134778,4
1795,175620,4
1796,103748,4
1797,136067,4
1798,126920,3
1799,155380,3
1800,113331,3
1801,180380,4
1802,105246,4
1803,163406,4
1804,139754,3
1805,139756,4
1806,113245,4
1807,156910,3
1808,136622,4
1809,116760,4
1810,122908,4
1811,136418,4
1812,144356,3
1813,142430,3
1814,111493,4
1815,111535,4
1816,115356,4
1817,158718,3
1818,155470,4
1819,155464,4
1820,111822,4
1821,137493,3
1822,185847,4
1823,122445,4
1824,111414,4
1825,136652,4
1826,167688,4
1827,133964,4
1828,134741,4
1829,155652,4
1830,136066,4
1831,106842,5
1832,111893,4
1833,135456,4
1834,111650,4
1835,147120,4
1836,112776,4
1837,133730,4
1838,118856,4
1839,117595,4
1840,136948,4
1841,139513,4
1842,135965,4
1843,158773,4
1844,112951,3
1845,116594,4
1846,113738,4
1847,120166,4
1848,192259,3
1849,136852,4
1850,179303,4
1851,112669,4
1852,148562,3
1853,174223,4
1854,156933,3
1855,179916,4
1856,138286,4
1857,156680,3
1858,155613,3
1859,102992,4
1860,135975,4
1861,138414,4
1862,168824,3
1863,168841,3
1864,102273,4
1865,167937,3
1866,174246,3
1867,137903,3
1868,182685,3
1869,155311,3
1870,142903,4
1871,174203,3
