Unnamed: 0,id,type,ela,grapes,harmon,abv,body,acid,code,region,winery,rating,rating_1,rating_2,rating_3,rating_4,rating_5
105,100106,1,0,6,21,12.3,0,1,0,1001,10376,4,0,0,0,1,0
106,100107,5,2,6,33,11,0,2,0,1002,10014,4,0,0,0,1,0
107,100108,4,0,6,11,12.5,4,0,0,1001,10000,4,0,0,0,1,0
108,100109,1,2,6,8,13,1,1,0,1002,10020,4,0,0,0,1,0
109,100110,0,2,6,0,12,0,0,0,1001,10412,4,0,0,0,1,0
110,100111,1,0,6,13,13,1,2,0,1001,10011,3,0,0,1,0,0
111,100112,1,0,6,2,12.5,1,0,0,1001,10085,4,0,0,0,1,0
112,100113,2,0,6,17,13,1,0,0,1002,10426,4,0,0,0,1,0
113,100114,1,0,6,4,13.5,1,0,0,1023,10569,4,0,0,0,1,0
114,100115,0,2,6,0,12.1,0,0,0,1001,10013,4,0,0,0,1,0
115,100116,1,0,6,4,12,1,0,0,1020,10559,4,0,0,0,1,0
116,100117,1,0,6,2,12,1,0,0,1004,10474,3,0,0,1,0,0
117,100118,0,0,6,0,12.5,0,0,0,1001,10010,4,0,0,0,1,0
118,100119,1,1,6,34,14,1,1,0,1020,10559,4,0,0,0,1,0
119,100120,1,0,6,2,11.5,1,0,0,1001,10000,3,0,0,1,0,0
120,100121,1,2,6,31,14.5,0,1,0,1001,10014,4,0,0,0,1,0
121,100122,0,2,6,0,11.7,0,0,0,1000,10051,4,0,0,0,1,0
122,100123,0,2,6,0,12,0,0,0,1001,10014,4,0,0,0,1,0
123,100124,1,1,6,4,13,1,0,0,1002,10020,3,0,0,1,0,0
124,100125,0,2,6,0,12.5,0,0,0,1001,10051,3,0,0,1,0,0
125,100126,1,0,6,4,15,1,0,0,1010,10013,4,0,0,0,1,0
126,100127,1,0,6,32,13,0,0,0,1001,10000,3,0,0,1,0,0
127,100128,1,0,6,19,13,1,0,0,1002,10442,4,0,0,0,1,0
128,100129,5,0,6,35,12,0,2,0,1002,10020,3,0,0,1,0,0
129,100130,1,0,6,2,12.5,1,0,0,1001,10001,4,0,0,0,1,0
130,100131,1,0,6,19,13,1,0,0,3728,10000,3,0,0,1,0,0
131,100132,1,2,6,36,12.5,0,1,0,1004,10013,3,0,0,1,0,0
132,100133,0,0,6,0,12,0,0,0,1010,10499,3,0,0,1,0,0
133,100134,2,0,6,17,14,1,0,0,1001,10013,4,0,0,0,1,0
134,100135,0,0,6,0,12,0,0,0,1001,10412,4,0,0,0,1,0
135,100136,1,0,6,32,13,1,0,0,1023,10623,3,0,0,1,0,0
136,100137,1,0,6,4,12,1,0,0,1001,10025,4,0,0,0,1,0
137,100138,1,0,6,13,12.5,1,2,0,1002,10020,4,0,0,0,1,0
138,100139,1,0,6,21,12.5,1,1,0,1004,10011,3,0,0,1,0,0
139,100140,1,0,6,13,12.8,1,2,0,1001,10085,4,0,0,0,1,0
140,100141,1,2,6,4,13.8,1,0,0,1012,10507,4,0,0,0,1,0
141,100142,1,0,6,25,13.5,0,1,0,1002,10020,3,0,0,1,0,0
142,100143,1,0,6,13,14,1,2,0,1002,10442,4,0,0,0,1,0
143,100144,2,0,6,37,14,0,0,0,1020,10559,4,0,0,0,1,0
144,100145,2,0,6,26,12.5,0,1,0,1001,10025,4,0,0,0,1,0
145,100146,0,2,6,0,11.8,0,0,0,1001,10001,3,0,0,1,0,0
146,100147,1,0,6,2,12,1,0,0,1001,10003,3,0,0,1,0,0
147,100148,1,0,6,2,13,1,0,0,1001,10011,3,0,0,1,0,0
148,100149,1,0,6,13,13,1,2,0,1004,10011,3,0,0,1,0,0
149,100150,2,0,6,17,13.5,1,0,0,1004,10013,3,0,0,1,0,0
150,100151,1,0,6,2,11.5,1,0,0,1001,10001,3,0,0,1,0,0
151,100152,1,0,6,2,13.5,1,0,0,1002,10442,4,0,0,0,1,0
152,100153,2,0,6,17,13,1,0,0,1002,10014,4,0,0,0,1,0
153,100154,1,0,6,32,13,0,0,0,1004,10014,4,0,0,0,1,0
154,100155,1,2,6,23,13,1,1,0,1002,10054,4,0,0,0,1,0
155,100156,0,2,6,0,12,0,0,0,1010,10013,3,0,0,1,0,0
156,100157,1,0,6,38,13.5,0,1,0,1002,10022,4,0,0,0,1,0
157,100158,2,0,6,39,12,0,1,0,1004,10474,3,0,0,1,0,0
158,100159,1,0,6,38,13,1,1,0,1002,10022,4,0,0,0,1,0
159,100160,0,0,6,0,12.5,0,0,0,3728,10412,4,0,0,0,1,0
160,100161,1,0,6,40,12,0,2,0,1001,10001,3,0,0,1,0,0
161,100162,1,2,6,41,11.5,4,2,0,1002,10014,3,0,0,1,0,0
162,100163,1,0,6,4,15.5,1,0,0,1020,10620,4,0,0,0,1,0
163,100164,1,0,6,13,11,1,2,0,1001,10000,3,0,0,1,0,0
164,100165,1,0,6,21,12.5,4,1,0,1001,10012,3,0,0,1,0,0
165,100166,1,0,6,19,13,1,0,0,1004,10029,3,0,0,1,0,0
166,100167,1,0,6,13,13.5,1,2,0,1004,10011,3,0,0,1,0,0
167,100168,0,2,6,0,12.5,0,0,0,1001,10011,3,0,0,1,0,0
168,100169,0,2,6,0,12.5,0,0,0,1002,10013,3,0,0,1,0,0
169,100170,2,0,6,37,12.5,0,0,0,1001,10025,4,0,0,0,1,0
170,100171,1,0,6,21,13,0,1,0,1002,10022,4,0,0,0,1,0
171,100172,0,2,6,0,12.5,0,0,0,1001,10011,3,0,0,1,0,0
172,100173,1,0,6,21,16,1,1,0,1002,10020,4,0,0,0,1,0
173,100174,2,0,6,17,11.5,1,0,0,1002,10014,4,0,0,0,1,0
174,100175,1,2,6,14,13.5,0,2,0,1004,10487,3,0,0,1,0,0
175,100176,1,0,6,32,12.5,0,0,0,1001,10149,4,0,0,0,1,0
176,100177,1,2,6,31,13.5,1,1,0,1001,10014,4,0,0,0,1,0
177,100178,1,0,6,2,13,1,0,0,1004,10487,4,0,0,0,1,0
178,100179,1,0,6,32,14,0,0,0,1002,10442,4,0,0,0,1,0
179,100180,1,0,6,21,11.5,0,1,0,1001,10000,3,0,0,1,0,0
180,100181,0,2,6,0,11.5,0,0,0,1000,10043,3,0,0,1,0,0
181,100182,0,0,6,0,12,0,0,0,1001,10426,3,0,0,1,0,0
182,100183,0,0,6,0,12.5,0,0,0,3728,10412,4,0,0,0,1,0
183,100184,1,2,6,21,14,1,1,0,1000,10129,4,0,0,0,1,0
184,100185,2,0,6,17,12.5,1,0,0,1002,10426,3,0,0,1,0,0
185,100186,2,0,6,17,12,1,0,0,1001,10000,3,0,0,1,0,0
186,100187,1,2,6,42,13,0,1,0,1010,10499,3,0,0,1,0,0
187,100188,0,0,6,0,12,0,0,0,1010,10013,3,0,0,1,0,0
188,100189,0,2,6,0,11.5,0,0,0,1001,10011,3,0,0,1,0,0
189,100190,1,1,6,42,14,1,1,0,1002,10020,4,0,0,0,1,0
190,100191,2,0,6,43,13,0,1,0,1001,10000,3,0,0,1,0,0
191,100192,1,0,6,2,12.5,1,0,0,1000,10011,3,0,0,1,0,0
192,100193,1,0,6,40,12.5,0,1,0,1001,10348,4,0,0,0,1,0
193,100194,0,2,6,0,10.5,0,0,0,1001,10000,3,0,0,1,0,0
194,100195,1,0,6,21,11,4,1,0,1004,10013,3,0,0,1,0,0
195,100196,0,2,6,0,11.5,0,0,0,1000,10043,3,0,0,1,0,0
196,100197,1,0,6,21,13.5,1,1,0,1002,10426,4,0,0,0,1,0
197,100198,1,2,6,10,12.5,0,1,0,1001,10001,4,0,0,0,1,0
198,100199,1,0,6,21,14.7,1,1,0,1002,10021,4,0,0,0,1,0
199,100200,1,2,6,34,13.5,1,1,0,1001,10149,4,0,0,0,1,0
200,100201,0,2,6,0,12.5,0,0,0,1002,10014,4,0,0,0,1,0
201,100202,1,0,6,44,12.5,0,1,0,1001,10001,3,0,0,1,0,0
202,100203,1,0,6,13,11.5,1,2,0,1001,10000,3,0,0,1,0,0
203,100204,0,2,6,0,11.8,0,0,0,1000,10081,4,0,0,0,1,0
204,100205,1,0,6,8,12,4,1,0,1002,10024,4,0,0,0,1,0
205,100206,1,0,6,38,14,1,1,0,1002,10020,4,0,0,0,1,0
206,100207,1,1,6,15,14,0,0,0,1004,10029,4,0,0,0,1,0
207,100208,5,0,6,23,12.5,0,1,0,1002,10022,4,0,0,0,1,0
208,100209,1,0,6,4,13,1,0,0,1023,10623,3,0,0,1,0,0
209,100210,1,0,6,45,12.5,1,0,0,1001,10012,4,0,0,0,1,0
210,100211,1,0,6,2,13.5,1,0,0,1023,10623,4,0,0,0,1,0
211,100212,1,0,6,19,13,1,0,0,1001,10001,4,0,0,0,1,0
212,100213,2,0,6,7,11,0,2,0,1002,10054,4,0,0,0,1,0
213,100214,1,0,6,2,13.5,1,0,0,1001,10011,3,0,0,1,0,0
214,100215,0,2,6,0,11.5,0,0,0,1001,10014,4,0,0,0,1,0
215,100216,1,0,6,19,13,1,0,0,1001,10012,3,0,0,1,0,0
216,100217,0,0,6,0,11.5,0,0,0,1001,10000,3,0,0,1,0,0
217,100218,0,2,6,0,12,0,0,0,1001,10412,4,0,0,0,1,0
218,100219,0,2,6,0,12,0,0,0,1001,10426,3,0,0,1,0,0
219,100220,1,0,6,2,13.5,1,0,0,1004,10014,4,0,0,0,1,0
220,100221,2,0,6,46,12,0,1,0,1004,10013,3,0,0,1,0,0
221,100222,1,1,6,4,12.8,1,0,0,1013,10553,3,0,0,1,0,0
222,100223,1,0,6,1,12,0,1,0,1002,10054,4,0,0,0,1,0
223,100224,0,0,6,0,7.9,0,0,0,1001,10023,4,0,0,0,1,0
224,100225,1,0,6,13,13.5,1,2,0,1002,10111,3,0,0,1,0,0
225,100226,1,0,6,32,13,0,0,0,1001,10012,3,0,0,1,0,0
226,100227,1,2,6,4,13.5,1,0,0,1002,10022,4,0,0,0,1,0
227,100228,2,0,6,26,12.5,0,1,0,1001,10014,4,0,0,0,1,0
228,100229,1,0,6,47,10,0,2,0,1000,10028,3,0,0,1,0,0
229,100230,1,0,6,8,13,0,1,0,1001,10012,4,0,0,0,1,0
230,100231,1,0,6,21,13.5,0,1,0,1001,10149,4,0,0,0,1,0
231,100232,1,0,6,19,14,1,0,0,1003,10469,3,0,0,1,0,0
232,100233,2,0,6,37,13,0,0,0,1012,10507,4,0,0,0,1,0
233,100234,1,2,6,10,12.5,0,1,0,1002,10054,4,0,0,0,1,0
234,100235,1,0,6,2,12,1,0,0,1002,10014,3,0,0,1,0,0
235,100236,1,2,6,4,10.5,0,2,0,1001,10053,2,0,1,0,0,0
236,100237,2,0,6,17,13.5,1,0,0,1001,10000,3,0,0,1,0,0
237,100238,0,2,6,0,12,0,0,0,1002,10013,3,0,0,1,0,0
238,100239,1,0,6,44,13,0,1,0,1000,10083,4,0,0,0,1,0
239,100240,1,2,6,42,13.5,0,1,0,1010,10499,3,0,0,1,0,0
240,100241,1,2,6,48,11,0,2,0,1001,10000,3,0,0,1,0,0
241,100242,0,2,6,0,12.5,0,0,0,3728,10412,4,0,0,0,1,0
242,100243,0,0,6,0,7.5,0,0,0,1002,10014,4,0,0,0,1,0
243,100244,2,2,6,17,12.5,1,0,0,1002,10020,3,0,0,1,0,0
244,100245,1,0,6,4,14,1,0,0,1010,10013,4,0,0,0,1,0
245,100246,0,2,6,0,13,0,0,0,1001,10010,4,0,0,0,1,0
246,100247,2,0,6,49,12,4,1,0,1002,10022,4,0,0,0,1,0
247,100248,1,0,6,50,13,0,1,0,1001,10149,3,0,0,1,0,0
248,100249,1,0,6,32,12.8,0,0,0,1001,10025,4,0,0,0,1,0
249,100250,1,0,6,13,11.8,1,2,0,1001,10001,3,0,0,1,0,0
250,100251,1,1,6,4,12.5,1,0,0,1002,10014,3,0,0,1,0,0
251,100252,1,0,6,51,10,0,1,0,1001,10334,3,0,0,1,0,0
252,100253,0,0,6,0,11.6,0,0,0,1001,10001,3,0,0,1,0,0
253,100254,1,0,6,2,13.6,1,0,0,1013,10545,4,0,0,0,1,0
254,100255,1,0,6,2,12.4,1,0,0,1001,10023,3,0,0,1,0,0
255,100256,1,0,6,1,12.5,0,1,0,1002,10104,4,0,0,0,1,0
256,100257,0,2,6,0,12.5,0,0,0,3728,10412,4,0,0,0,1,0
257,100258,1,0,6,13,13,1,2,0,1001,10012,3,0,0,1,0,0
258,100259,0,2,6,0,12,0,0,0,1001,10149,4,0,0,0,1,0
259,100260,2,0,6,17,12.5,1,0,0,1002,10022,4,0,0,0,1,0
260,100261,1,0,6,8,13,0,1,0,3728,10149,4,0,0,0,1,0
261,100262,2,0,6,17,12.5,1,0,0,1002,10426,3,0,0,1,0,0
262,100263,1,2,6,31,13.5,0,1,0,1001,10011,3,0,0,1,0,0
263,100264,1,2,6,52,14,1,1,0,1004,10013,4,0,0,0,1,0
264,100265,0,0,6,0,12,0,0,0,1001,10011,3,0,0,1,0,0
265,100266,1,0,6,4,14,1,0,2,2276,10014,4,0,0,0,1,0
266,100267,1,0,6,25,13,0,1,0,1010,10499,3,0,0,1,0,0
267,100268,1,0,6,53,12.5,1,0,3,2570,10230,4,0,0,0,1,0
268,100269,1,0,6,21,13.5,1,1,0,1002,10426,4,0,0,0,1,0
269,100270,1,0,6,8,14,1,0,0,1004,10013,4,0,0,0,1,0
270,100271,1,0,6,54,13.5,1,1,0,1002,10426,4,0,0,0,1,0
271,100272,0,0,6,0,12,0,0,0,1001,10014,4,0,0,0,1,0
272,100273,0,2,6,0,12,0,0,0,1010,10013,3,0,0,1,0,0
273,100274,0,2,6,0,11.8,0,0,0,1000,10081,3,0,0,1,0,0
274,100275,1,0,6,32,13,0,0,0,1001,10012,3,0,0,1,0,0
275,100276,1,0,6,34,10,0,0,0,1001,10334,3,0,0,1,0,0
276,100277,1,0,6,4,13,1,0,0,1010,10499,3,0,0,1,0,0
277,100278,0,0,6,0,12.5,0,0,0,1000,10081,3,0,0,1,0,0
278,100279,2,2,6,55,13,0,1,0,1004,10013,3,0,0,1,0,0
279,100280,0,2,6,0,12,0,0,0,1001,10051,3,0,0,1,0,0
280,100281,1,0,6,21,13,0,1,0,1001,10171,4,0,0,0,1,0
281,100282,1,0,6,13,13.5,1,2,0,1002,10014,4,0,0,0,1,0
282,100283,1,0,6,13,12,1,2,0,1004,10474,3,0,0,1,0,0
283,100284,1,2,6,8,13.5,0,1,0,1001,10171,4,0,0,0,1,0
284,100285,1,0,6,13,13,1,2,0,1002,10024,4,0,0,0,1,0
285,100286,1,0,6,13,13,1,2,0,1002,10022,4,0,0,0,1,0
286,100287,2,0,6,17,12,1,0,0,1001,10001,3,0,0,1,0,0
287,100288,1,0,6,2,13,1,0,0,1004,10013,3,0,0,1,0,0
288,100289,1,0,6,38,14,0,1,0,1002,10022,4,0,0,0,1,0
289,100290,0,2,6,0,10.5,0,0,0,1001,10043,3,0,0,1,0,0
290,100291,1,0,6,2,13.8,1,0,0,1001,10023,3,0,0,1,0,0
291,100292,0,0,6,0,12.5,0,0,0,3728,10412,4,0,0,0,1,0
292,100293,1,0,6,2,12.8,1,0,0,1001,10025,4,0,0,0,1,0
293,100294,1,0,6,13,12.2,1,2,0,1001,10023,3,0,0,1,0,0
294,100295,0,2,6,56,11.5,0,0,0,1001,10010,3,0,0,1,0,0
295,100296,1,0,6,19,13.5,1,0,0,1004,10013,4,0,0,0,1,0
296,100297,1,1,6,34,13,1,1,0,1001,10011,4,0,0,0,1,0
297,100298,1,0,6,23,12.5,1,1,0,1001,10018,4,0,0,0,1,0
298,100299,0,2,6,0,12,0,0,0,1001,10011,3,0,0,1,0,0
299,100300,1,0,6,32,11,0,0,0,1001,10000,3,0,0,1,0,0
300,100301,0,0,6,3,10.5,0,2,0,1001,10011,3,0,0,1,0,0
301,100302,1,1,6,4,12.5,1,0,0,1004,10152,3,0,0,1,0,0
302,100303,0,0,6,0,12,0,0,0,1001,10010,4,0,0,0,1,0
303,100304,1,0,6,13,13.5,1,2,0,1001,10025,4,0,0,0,1,0
304,100305,0,2,6,0,12,0,0,0,1002,10426,3,0,0,1,0,0
305,100306,0,2,6,0,11.5,0,0,0,1001,10011,3,0,0,1,0,0
306,100307,2,0,6,17,13.3,1,0,0,1001,10376,3,0,0,1,0,0
307,100308,0,2,6,0,11.5,0,0,0,1001,10011,3,0,0,1,0,0
308,100309,1,0,6,21,13.5,0,1,0,1001,10014,3,0,0,1,0,0
309,100310,1,0,6,32,13.3,0,0,0,1020,10608,3,0,0,1,0,0
310,100311,0,2,6,0,12,0,0,0,1001,10011,3,0,0,1,0,0
311,100312,1,0,6,57,13,0,1,0,1002,10024,4,0,0,0,1,0
312,100313,0,2,6,0,12,0,0,0,1001,10412,4,0,0,0,1,0
313,100314,1,0,6,21,12.4,4,1,0,1004,10013,3,0,0,1,0,0
314,100315,1,0,6,40,12,0,1,0,1001,10001,3,0,0,1,0,0
315,100316,0,2,6,0,11,0,0,0,1001,10000,3,0,0,1,0,0
316,100317,1,0,6,13,12.5,1,2,0,1001,10149,3,0,0,1,0,0
317,100318,1,0,6,2,13.2,1,0,0,1001,10376,3,0,0,1,0,0
318,100319,0,0,6,0,12,0,0,0,3728,10412,4,0,0,0,1,0
319,100320,0,2,6,0,12,0,0,0,1001,10001,3,0,0,1,0,0
320,100321,1,0,6,13,12.5,1,2,0,1000,10011,3,0,0,1,0,0
321,100322,2,0,6,17,13.5,1,0,0,1001,10011,4,0,0,0,1,0
322,100323,0,2,6,0,11,0,0,0,1001,10011,3,0,0,1,0,0
323,100324,1,1,6,4,11,1,0,0,1001,10000,3,0,0,1,0,0
324,100325,1,0,6,21,13.5,3,2,0,1004,10474,4,0,0,0,1,0
325,100326,1,2,6,58,12.8,0,1,0,1001,10025,4,0,0,0,1,0
326,100327,1,2,6,48,13.5,0,1,0,1012,10519,4,0,0,0,1,0
327,100328,1,0,6,32,13.5,0,0,0,1004,10013,4,0,0,0,1,0
328,100329,1,0,6,32,11,0,0,0,1001,10215,3,0,0,1,0,0
329,100330,2,2,6,39,11.5,4,0,0,1004,10013,3,0,0,1,0,0
330,100331,1,0,6,2,13,1,0,0,1001,10014,4,0,0,0,1,0
331,100332,0,2,6,0,11,0,1,0,1001,10010,3,0,0,1,0,0
332,100333,1,0,6,23,12,1,1,0,1002,10054,3,0,0,1,0,0
333,100334,0,2,6,0,12,0,0,0,1000,10051,4,0,0,0,1,0
334,100335,1,0,6,23,12.5,1,1,0,1002,10104,4,0,0,0,1,0
335,100336,2,0,6,59,12.5,0,1,0,1000,10038,4,0,0,0,1,0
336,100337,0,0,6,0,12.5,0,0,0,1002,10014,4,0,0,0,1,0
337,100338,2,0,6,17,13,1,0,0,1001,10359,4,0,0,0,1,0
338,100339,2,0,6,37,13,0,0,0,1002,10022,3,0,0,1,0,0
339,100340,1,0,6,13,13,1,2,0,1001,10011,3,0,0,1,0,0
340,100341,1,1,6,4,13,1,0,0,1020,10558,4,0,0,0,1,0
341,100342,2,0,6,17,13,1,0,0,1001,10014,4,0,0,0,1,0
342,100343,0,2,6,0,11.5,0,0,0,1001,10215,3,0,0,1,0,0
343,100344,2,0,6,37,13,0,0,0,1020,10559,4,0,0,0,1,0
344,100345,0,2,6,60,10.5,0,1,0,1001,10011,3,0,0,1,0,0
345,100346,0,0,6,0,12,0,0,0,1001,10412,4,0,0,0,1,0
